Pasos,Control,Test
TTC_step_1,0.9919385413548838,0.776086248982913
TTC_step_2,0.8097425920383119,1.2850949281258477
TTC_step_3,1.868249692374206,1.85486574450773
TTC_confirm,2.818672054275167,2.3888798481149984
