process_step,Control,Test,time_diff
start,0.3520096892063883,0.5714807897545356,0.21947110054814734
step_1,0.6468383845796335,0.5523035877832199,-0.09453479679641363
step_2,0.6750811985960501,0.7303241650294695,0.055242966433419416
step_3,1.3843235560553526,1.3318539297059124,-0.05246962634944019
confirm,1.1920503084954912,1.04758399566474,-0.1444663128307513
