bal
189023.86
189023.86
189023.86
189023.86
189023.86
189023.86
189023.86
189023.86
36001.899999999994
36001.899999999994
36001.899999999994
36001.899999999994
36001.899999999994
142642.26
142642.26
142642.26
142642.26
142642.26
142642.26
142642.26
142642.26
142642.26
142642.26
142642.26
30231.76
30231.76
30231.76
30231.76
30231.76
34254.54
34254.54
46131.19
46131.19
46131.19
46131.19
46131.19
46131.19
192109.59000000003
192109.59000000003
192109.59000000003
192109.59000000003
192109.59000000003
60274.39
60274.39
60274.39
60274.39
60274.39
60274.39
60274.39
39795.28
39795.28
39795.28
39795.28
39795.28
39795.28
39795.28
89161.51999999999
89161.51999999999
89161.51999999999
89161.51999999999
68259.87
68259.87
142642.26
142642.26
142642.26
142642.26
33807.149999999994
33807.149999999994
33807.149999999994
33807.149999999994
33807.149999999994
33807.149999999994
69476.89
69476.89
69476.89
69476.89
69476.89
69476.89
69476.89
69476.89
72032.56
72032.56
72032.56
72032.56
72032.56
72032.56
72032.56
72032.56
72032.56
72032.56
72032.56
72032.56
33673.83
33673.83
33673.83
33673.83
33673.83
99670.69
72032.56
189023.86
189023.86
189023.86
189023.86
189023.86
115254.03
115254.03
40123.13
40123.13
40123.13
40123.13
40123.13
40123.13
40123.13
39795.28
39795.28
51882.22
51882.22
51882.22
115254.03
115254.03
121355.07
121355.07
121355.07
121355.07
189023.86
189023.86
116894.92
116894.92
116894.92
115254.03
115254.03
115254.03
115254.03
69500.92
69500.92
32550.4
68259.87
68259.87
68259.87
68259.87
161650.96000000002
161650.96000000002
161650.96000000002
161650.96000000002
161650.96000000002
40123.13
40123.13
40123.13
40123.13
40123.13
40123.13
32550.4
32550.4
32550.4
32550.4
192109.59000000003
192109.59000000003
111710.07
111710.07
111710.07
111710.07
111710.07
161650.96000000002
161650.96000000002
161650.96000000002
76660.36
76660.36
76660.36
76660.36
76660.36
192109.59000000003
99670.69
99670.69
99670.69
99670.69
99670.69
99670.69
99670.69
47731.94
47731.94
47731.94
47731.94
47731.94
27346.78
27346.78
27346.78
27346.78
27346.78
27346.78
27346.78
35221.44
34357.84
34357.84
34357.84
34357.84
34357.84
34357.84
107170.61
107170.61
107170.61
107170.61
81162.08
81162.08
81162.08
81162.08
